,uid,datetime,zone_id,ble_users,scores,infected,potentially_infected
7254,86b,2019-01-03 11:00:00.000000,INSEA,"4b,75b,88b,102b,7f,30f,86f,111f",0.44068008919021084,False,True
7255,86b,2019-01-03 15:00:00.000000,Ena,103f,0.44068008919021084,False,True
7256,86b,2019-01-04 17:00:00.000000,INSEA,"52b,97b,119b,86f",0.44068008919021084,False,True
7257,86b,2019-01-05 08:00:00.000000,transfusion sanguine,"18b,29b,66b,22f",0.44068008919021084,False,True
7258,86b,2019-01-05 18:00:00.000000,faculté de médecine,"60b,91b,95b,99b,128b",0.44068008919021084,False,True
7259,86b,2019-01-06 08:00:00.000000,transfusion sanguine,"6b,29b,66b,47f",0.44068008919021084,False,True
7260,86b,2019-01-07 13:00:00.000000,INSEA,"70b,92b,93b",0.44068008919021084,False,True
7261,86b,2019-01-11 08:00:00.000000,transfusion sanguine,"6b,18b,72b,104b,103f",0.44068008919021084,False,True
7262,86b,2019-01-11 18:00:00.000000,INSEA,20f,0.44068008919021084,False,True
7263,86b,2019-01-12 18:00:00.000000,transfusion sanguine,"6b,25b,103f",0.44068008919021084,False,True
7264,86b,2019-01-12 19:00:00.000000,transfusion sanguine,18b,0.44068008919021084,False,True
7265,86b,2019-01-12 22:00:00.000000,INSEA,"14b,91b,125b,134f",0.44068008919021084,False,True
7266,86b,2019-01-14 13:00:00.000000,INSEA,"41b,61b,62b,145b",0.44068008919021084,False,True
7267,86b,2019-01-14 17:00:00.000000,INSEA,"118b,131b,75f",0.44068008919021084,False,True
7268,87b,2019-01-02 21:00:00.000000,lot 2,85b,0.0,False,False
7269,87b,2019-01-03 06:00:00.000000,ministere d'interieur,126f,0.0,False,False
7270,87b,2019-01-03 20:00:00.000000,INSEA,"14b,61b,62b,118b,20f,30f,119f,120f",0.0,False,False
7271,87b,2019-01-04 08:00:00.000000,ministere d'interieur,"31b,108b,127f",0.0,False,False
7272,87b,2019-01-05 14:00:00.000000,lot 2,137b,0.0,False,False
7273,87b,2019-01-06 02:00:00.000000,hopital militaire,15f,0.0,False,False
7274,87b,2019-01-06 08:00:00.000000,ministere d'interieur,"5b,48b,14f,91f",0.0,False,False
7275,87b,2019-01-09 08:00:00.000000,ministere d'interieur,"5b,139b,84f,127f",0.0,False,False
7276,87b,2019-01-10 21:00:00.000000,hopital militaire,"17b,148f",0.0,False,False
7277,87b,2019-01-11 06:00:00.000000,ministere d'interieur,118f,0.0,False,False
7278,87b,2019-01-11 19:00:00.000000,lot 2,"80b,85b,16f",0.0,False,False
7279,87b,2019-01-12 08:00:00.000000,ministere d'interieur,"31b,139b",0.0,False,False
7280,87b,2019-01-13 03:00:00.000000,ministere d'interieur,108b,0.0,False,False
7281,87b,2019-01-14 23:00:00.000000,hopital militaire,"59b,127b,93f",0.0,False,False
7282,88b,2019-01-01 22:00:00.000000,campus irfane,103b,0.0,False,False
7283,88b,2019-01-02 09:00:00.000000,lot 1,75f,0.0,False,False
7284,88b,2019-01-03 11:00:00.000000,INSEA,"4b,75b,86b,102b,7f,30f,86f,111f",0.0,False,False
7285,88b,2019-01-03 19:00:00.000000,Faculté,"12b,77b,128b,149b,59f",0.0,False,False
7286,88b,2019-01-03 22:00:00.000000,lot 1,106b,0.0,False,False
7287,88b,2019-01-04 09:00:00.000000,INSEA,"41b,20f,67f",10.204118369042261,False,True
7288,88b,2019-01-04 12:00:00.000000,lot 1,65b,10.204118369042261,False,True
7289,88b,2019-01-04 14:00:00.000000,Faculté,77b,10.204118369042261,False,True
7290,88b,2019-01-05 13:00:00.000000,Faculté,"53b,4f,106f",10.204118369042261,False,True
7291,88b,2019-01-07 22:00:00.000000,INSEA,"12b,43a,81f,140f",10.204118369042261,False,True
7292,88b,2019-01-08 12:00:00.000000,Faculté,"35b,60b,72b,7f",10.204118369042261,False,True
7293,88b,2019-01-08 15:00:00.000000,Ena,79b,10.204118369042261,False,True
7294,88b,2019-01-09 18:00:00.000000,Faculté,"28b,39b,145b,63a,68f,101f,146f",10.204118369042261,False,True
7295,88b,2019-01-10 14:00:00.000000,faculté de médecine,"81b,115b,143f",10.204118369042261,False,True
7296,88b,2019-01-10 16:00:00.000000,Faculté,4f,10.204118369042261,False,True
7297,88b,2019-01-10 18:00:00.000000,INSEA,"48b,61b,97b,106f,110f",10.204118369042261,False,True
7298,88b,2019-01-11 13:00:00.000000,INSEA,"18b,7f,143f",10.204118369042261,False,True
7299,88b,2019-01-12 19:00:00.000000,Faculté,"123b,47f,145f",10.204118369042261,False,True
7300,88b,2019-01-13 08:00:00.000000,lot 1,"62b,82b,110b,133b,75f",10.204118369042261,False,True
7301,88b,2019-01-13 11:00:00.000000,INSEA,"106f,144f",10.204118369042261,False,True
7302,88b,2019-01-13 16:00:00.000000,lot 1,"53b,75f",10.204118369042261,False,True
7303,88b,2019-01-14 19:00:00.000000,campus irfane,"61b,87f",10.204118369042261,False,True
7304,88b,2019-01-14 21:00:00.000000,lot 1,13b,10.204118369042261,False,True
7305,88b,2019-01-14 22:00:00.000000,campus irfane,"122b,133b",10.204118369042261,False,True
7306,89b,2019-01-03 12:00:00.000000,campus irfane,120f,0.0,False,False
7307,89b,2019-01-03 17:00:00.000000,INSEA,"4b,95f,122f",0.0,False,False
7308,89b,2019-01-03 18:00:00.000000,campus irfane,"20b,41b,54b,82b,30f",0.0,False,False
7309,89b,2019-01-03 22:00:00.000000,INPT,"68b,109b",0.0,False,False
7310,89b,2019-01-04 02:00:00.000000,ENSET,"4b,74f",0.0,False,False
7311,89b,2019-01-04 17:00:00.000000,campus irfane,"20b,46b",0.0,False,False
7312,89b,2019-01-05 18:00:00.000000,campus irfane,"133b,98f,111f",0.0,False,False
7313,89b,2019-01-05 21:00:00.000000,ENSET,"59b,148f",0.0,False,False
7314,89b,2019-01-06 08:00:00.000000,ENSET,"8b,36f,74f",0.0,False,False
7315,89b,2019-01-07 18:00:00.000000,ENSET,"29b,118f",0.0,False,False
7316,89b,2019-01-08 21:00:00.000000,campus irfane,"56b,87f,95f",0.0,False,False
7317,89b,2019-01-08 22:00:00.000000,ENSET,"121f,127f",0.0,False,False
7318,89b,2019-01-09 11:00:00.000000,campus irfane,92b,0.0,False,False
7319,89b,2019-01-09 20:00:00.000000,INSEA,"56b,146b",0.0,False,False
7320,89b,2019-01-10 08:00:00.000000,ENSET,"105b,132b",0.0,False,False
7321,89b,2019-01-10 15:00:00.000000,hopital militaire,"16f,32f",0.0,False,False
7322,89b,2019-01-10 18:00:00.000000,campus irfane,"13b,92b,110b,146b,147b,46f",0.0,False,False
7323,89b,2019-01-10 19:00:00.000000,hopital militaire,127f,0.0,False,False
7324,89b,2019-01-11 09:00:00.000000,ENSET,2b,0.0,False,False
7325,89b,2019-01-13 23:00:00.000000,campus irfane,"122b,111f",0.0,False,False
7326,89b,2019-01-14 02:00:00.000000,ENSET,74f,0.0,False,False
7327,90b,2019-01-02 18:00:00.000000,faculté de médecine,"143b,11f,21f,72f",0.0,False,False
7328,90b,2019-01-03 00:00:00.000000,hopital cheikh zaid,99f,0.0,False,False
7329,90b,2019-01-03 03:00:00.000000,faculté de médecine,99f,0.0,False,False
7330,90b,2019-01-04 18:00:00.000000,hopital cheikh zaid,"36b,59b,78b,9f,21f",0.0,False,False
7331,90b,2019-01-04 20:00:00.000000,IAV,"91a,71f",0.0,False,False
7332,90b,2019-01-04 21:00:00.000000,Faculté,"4b,12b,125b,145f",0.0,False,False
7333,90b,2019-01-05 08:00:00.000000,faculté de médecine,"20b,142b,99f,110f,121f,138f",0.0,False,False
7334,90b,2019-01-06 19:00:00.000000,IAV,"11f,18f",4.763946198710013,False,True
7335,90b,2019-01-06 23:00:00.000000,faculté de médecine,20b,4.763946198710013,False,True
7336,90b,2019-01-07 18:00:00.000000,hopital cheikh zaid,"45b,105f",4.763946198710013,False,True
7337,90b,2019-01-07 22:00:00.000000,IAV,"36b,121b,11f,89f,93f,42e",4.763946198710013,False,True
7338,90b,2019-01-08 08:00:00.000000,faculté de médecine,"106b,116b,72f,99f",4.763946198710013,False,True
7339,90b,2019-01-09 14:00:00.000000,IAV,"64b,96b,55f,97f,104f,131f",4.763946198710013,False,True
7340,90b,2019-01-09 18:00:00.000000,faculté de médecine,"106b,58f",4.763946198710013,False,True
7341,90b,2019-01-09 19:00:00.000000,INSEA,106f,4.763946198710013,False,True
7342,90b,2019-01-10 13:00:00.000000,CHU,125f,4.763946198710013,False,True
7343,90b,2019-01-10 17:00:00.000000,Faculté,"7b,25b,113b,86f",4.763946198710013,False,True
7344,90b,2019-01-10 18:00:00.000000,faculté de médecine,"106b,137b",4.763946198710013,False,True
7345,90b,2019-01-12 12:00:00.000000,faculté de médecine,138f,4.763946198710013,False,True
7346,90b,2019-01-12 20:00:00.000000,hopital cheikh zaid,"8b,40b,142b,110f",4.763946198710013,False,True
7347,90b,2019-01-13 08:00:00.000000,faculté de médecine,"20b,74b,117b,137b,143b,60f,72f,110f",4.763946198710013,False,True
7348,90b,2019-01-13 13:00:00.000000,IAV,"52f,101f",4.763946198710013,False,True
7349,90b,2019-01-13 19:00:00.000000,faculté de médecine,"116b,122b,126b,120f",4.763946198710013,False,True
7350,90b,2019-01-13 22:00:00.000000,faculté de médecine,"11b,52b",4.763946198710013,False,True
7351,91b,2019-01-01 22:00:00.000000,faculté de médecine,"29b,39b,124f",0.0,False,False
7352,91b,2019-01-02 08:00:00.000000,INSEA,"13f,125f",0.0,False,False
7353,91b,2019-01-02 21:00:00.000000,INSEA,"111f,119f",0.0,False,False
7354,91b,2019-01-02 22:00:00.000000,faculté de médecine,"145b,139f",0.0,False,False
7355,91b,2019-01-03 19:00:00.000000,INSEA,"97b,7f,106f",0.0,False,False
7356,91b,2019-01-04 12:00:00.000000,INSEA,"149b,22f",0.0,False,False
7357,91b,2019-01-04 21:00:00.000000,faculté de médecine,"18b,48f",0.0,False,False
7358,91b,2019-01-05 06:00:00.000000,INSEA,111f,0.0,False,False
7359,91b,2019-01-05 17:00:00.000000,Faculté,"39b,42b,65f,148f",0.0,False,False
7360,91b,2019-01-05 18:00:00.000000,faculté de médecine,"60b,86b,95b,99b,128b",0.0,False,False
7361,91b,2019-01-05 20:00:00.000000,INSEA,"92b,31f,125f,140f",0.0,False,False
7362,91b,2019-01-06 00:00:00.000000,campus irfane,60f,0.0,False,False
7363,91b,2019-01-06 03:00:00.000000,INSEA,"52b,6f",0.0,False,False
7364,91b,2019-01-08 08:00:00.000000,INSEA,"35b,93b,6f,67f,98f,125f",19.868570743434148,False,True
7365,91b,2019-01-09 19:00:00.000000,faculté de médecine,"99b,143f",19.868570743434148,False,True
7366,91b,2019-01-09 21:00:00.000000,INSEA,"71b,81f,124f",19.868570743434148,False,True
7367,91b,2019-01-10 08:00:00.000000,INSEA,"35b,93b,137f",19.868570743434148,False,True
7368,91b,2019-01-11 01:00:00.000000,IAV,17b,19.868570743434148,False,True
7369,91b,2019-01-11 12:00:00.000000,faculté de médecine,6b,19.868570743434148,False,True
7370,91b,2019-01-11 15:00:00.000000,INSEA,"37b,47b,62b,124b,86f",19.868570743434148,False,True
7371,91b,2019-01-12 11:00:00.000000,faculté de médecine,"23b,37b,41f,59f",19.868570743434148,False,True
7372,91b,2019-01-12 22:00:00.000000,INSEA,"14b,86b,125b,134f",19.868570743434148,False,True
7373,91b,2019-01-13 01:00:00.000000,campus irfane,92b,19.868570743434148,False,True
7374,91b,2019-01-13 12:00:00.000000,INSEA,"62b,75b,93b,137b,134f",19.868570743434148,False,True
7375,91b,2019-01-13 22:00:00.000000,faculté de médecine,"60b,81b,146b,80a",19.868570743434148,False,True
7376,91b,2019-01-14 19:00:00.000000,hopital ,33b,19.868570743434148,False,True
7377,91b,2019-01-14 22:00:00.000000,ministere d'interieur,48b,19.868570743434148,False,True
7378,92b,2019-01-02 08:00:00.000000,campus irfane,"54b,146b,46f,98f",0.0,False,False
7379,92b,2019-01-03 09:00:00.000000,INSEA,"131b,145b,120f",0.0,False,False
7380,92b,2019-01-04 22:00:00.000000,INSEA,"74b,63f,73f,134f",0.0,False,False
7381,92b,2019-01-05 08:00:00.000000,campus irfane,"46f,50f",0.0,False,False
7382,92b,2019-01-05 20:00:00.000000,INSEA,"91b,31f,125f,140f",0.0,False,False
7383,92b,2019-01-06 08:00:00.000000,campus irfane,112f,0.0,False,False
7384,92b,2019-01-07 13:00:00.000000,INSEA,"70b,86b,93b",0.0,False,False
7385,92b,2019-01-07 19:00:00.000000,campus irfane,"112b,122b,79f,98f",0.0,False,False
7386,92b,2019-01-08 13:00:00.000000,INSEA,62b,0.0,False,False
7387,92b,2019-01-08 17:00:00.000000,campus irfane,"61b,131b",0.0,False,False
7388,92b,2019-01-08 20:00:00.000000,INSEA,"25b,98b,128b,13f",0.0,False,False
7389,92b,2019-01-09 11:00:00.000000,campus irfane,89b,0.0,False,False
7390,92b,2019-01-09 18:00:00.000000,INSEA,"79b,124b,136b,13f,63f,103e",0.0,False,False
7391,92b,2019-01-10 18:00:00.000000,campus irfane,"13b,89b,110b,146b,147b,46f",0.0,False,False
7392,92b,2019-01-10 21:00:00.000000,INSEA,"56b,65b,70b,79b,119b,7f,31f,86f,95f,98f,111f,122f",0.0,False,False
7393,92b,2019-01-10 23:00:00.000000,campus irfane,103b,0.0,False,False
7394,92b,2019-01-11 08:00:00.000000,campus irfane,"54b,147b,87f,112f",0.0,False,False
7395,92b,2019-01-12 21:00:00.000000,INSEA,"52b,6f,8f,50f,67f,137f",12.338326145347505,False,True
7396,92b,2019-01-13 01:00:00.000000,campus irfane,91b,12.338326145347505,False,True
7397,92b,2019-01-13 02:00:00.000000,campus irfane,81b,12.338326145347505,False,True
7398,92b,2019-01-13 17:00:00.000000,ministere d'interieur,134b,12.338326145347505,False,True
7399,92b,2019-01-13 21:00:00.000000,campus irfane,120f,12.338326145347505,False,True
7400,92b,2019-01-14 21:00:00.000000,INSEA,"25b,5f,50f",12.338326145347505,False,True
7403,93b,2019-01-01 21:00:00.000000,INPT,125f,0.0,False,False
7406,93b,2019-01-02 09:00:00.000000,INSEA,"134f,96e",0.0,False,False
7409,93b,2019-01-05 17:00:00.000000,INSEA,"118b,143b,98f,111f,125f",0.0,False,False
7412,93b,2019-01-06 08:00:00.000000,INSEA,"119b,67f,98f,125f,140f",49.27538227323873,False,True
7415,93b,2019-01-07 09:00:00.000000,campus irfane,87f,49.27538227323873,False,True
7418,93b,2019-01-07 13:00:00.000000,INSEA,"70b,86b,92b",49.27538227323873,False,True
7421,93b,2019-01-07 20:00:00.000000,faculté de médecine,"68b,22f",49.27538227323873,False,True
7424,93b,2019-01-07 21:00:00.000000,Faculté,"33b,74b,103b,150b,6f,59f,92f,103f",49.27538227323873,False,True
7427,93b,2019-01-08 08:00:00.000000,INSEA,"35b,91b,6f,67f,98f,125f",108.88109450354118,False,True
7430,93b,2019-01-09 20:00:00.000000,Faculté,"99b,112f",108.88109450354118,False,True
7433,93b,2019-01-10 08:00:00.000000,INSEA,"35b,91b,137f",108.88109450354118,False,True
7436,93b,2019-01-10 23:00:00.000000,Faculté,"77b,100b,83f,121f,122f",108.88109450354118,False,True
7439,93b,2019-01-11 02:00:00.000000,campus irfane,112f,108.88109450354118,False,True
7442,93b,2019-01-11 08:00:00.000000,INSEA,"35b,53b,98f,106f,111f,119f,137f,140f",108.88109450354118,False,True
7445,93b,2019-01-11 21:00:00.000000,Faculté,"99b,119b,6f,42f,137f,139f,140f",108.88109450354118,False,True
7448,93b,2019-01-12 09:00:00.000000,INSEA,"25b,119b,18f,93f",168.4868067338436,False,True
7451,93b,2019-01-12 13:00:00.000000,Faculté,"27b,66b,77b,128b,4f,5f,24e",168.4868067338436,False,True
7454,93b,2019-01-13 09:00:00.000000,hopital ,"39b,71f",168.4868067338436,False,True
7457,93b,2019-01-13 12:00:00.000000,INSEA,"62b,75b,91b,137b,134f",168.4868067338436,False,True
7460,93b,2019-01-13 19:00:00.000000,campus irfane,46f,168.4868067338436,False,True
7463,93b,2019-01-14 08:00:00.000000,INSEA,"35b,70b,6f,111f,137f",168.4868067338436,False,True
7464,94b,2019-01-01 19:00:00.000000,hopital militaire,"5b,81f",0.0,False,False
7465,94b,2019-01-02 08:00:00.000000,faculté economique et juridique,"83b,150b,37f",0.0,False,False
7466,94b,2019-01-05 04:00:00.000000,faculté economique et juridique,40f,0.0,False,False
7467,94b,2019-01-08 22:00:00.000000,faculté economique et juridique,"38b,99b,79f,51e",0.0,False,False
7468,94b,2019-01-11 08:00:00.000000,faculté economique et juridique,77f,0.0,False,False
7469,94b,2019-01-11 21:00:00.000000,hopital militaire,16f,0.0,False,False
7470,94b,2019-01-12 21:00:00.000000,hopital militaire,"16f,133f",0.0,False,False
7471,94b,2019-01-13 13:00:00.000000,faculté de médecine,"110f,146f",0.0,False,False
7472,94b,2019-01-13 17:00:00.000000,INPT,"43f,90f,146f",0.0,False,False
7473,94b,2019-01-14 01:00:00.000000,INSEA,112b,0.0,False,False
7474,94b,2019-01-14 16:00:00.000000,faculté economique et juridique,37f,0.0,False,False
7475,95b,2019-01-01 22:00:00.000000,Faculté,"133f,134f",0.0,False,False
7476,95b,2019-01-02 08:00:00.000000,transfusion sanguine,"6b,25b,29b,72b",0.0,False,False
7477,95b,2019-01-02 22:00:00.000000,hopital ,"16b,33b",0.0,False,False
7478,95b,2019-01-03 08:00:00.000000,transfusion sanguine,"18b,66b,72b,104b",0.0,False,False
7479,95b,2019-01-03 14:00:00.000000,Faculté,"35b,42b,53b,144f",0.0,False,False
7480,95b,2019-01-04 14:00:00.000000,transfusion sanguine,144b,0.0,False,False
7481,95b,2019-01-05 15:00:00.000000,Faculté,"6f,39f,140f",0.0,False,False
7482,95b,2019-01-05 18:00:00.000000,faculté de médecine,"60b,86b,91b,99b,128b",0.0,False,False
7483,95b,2019-01-05 19:00:00.000000,transfusion sanguine,104b,0.0,False,False
7484,95b,2019-01-06 09:00:00.000000,transfusion sanguine,68f,0.0,False,False
7485,95b,2019-01-07 18:00:00.000000,faculté de médecine,65f,0.0,False,False
7486,95b,2019-01-08 18:00:00.000000,transfusion sanguine,29b,0.0,False,False
7487,95b,2019-01-08 19:00:00.000000,hopital ,48f,0.0,False,False
7488,95b,2019-01-09 09:00:00.000000,transfusion sanguine,"29b,72b",0.0,False,False
7489,95b,2019-01-09 22:00:00.000000,faculté de médecine,"67b,81b,124b,55f",0.0,False,False
7490,95b,2019-01-10 08:00:00.000000,transfusion sanguine,"25b,66b,68f",0.0,False,False
7491,95b,2019-01-11 22:00:00.000000,faculté de médecine,"37b,39b,130b,144f",0.0,False,False
7492,95b,2019-01-15 02:00:00.000000,faculté de médecine,68b,0.0,False,False
7493,95b,2019-01-15 03:00:00.000000,transfusion sanguine,6b,0.0,False,False
7494,96b,2019-01-03 08:00:00.000000,ministere d'interieur,"5b,108b,84f,127f",0.0,False,False
7495,96b,2019-01-04 21:00:00.000000,ministere d'interieur,"8b,48b",0.0,False,False
7496,96b,2019-01-05 01:00:00.000000,INPT,111b,0.0,False,False
7497,96b,2019-01-05 13:00:00.000000,hopital militaire,"17b,32f",0.0,False,False
7498,96b,2019-01-08 08:00:00.000000,ministere d'interieur,"84f,91f,126f",0.0,False,False
7499,96b,2019-01-09 03:00:00.000000,ministere d'interieur,126f,0.0,False,False
7500,96b,2019-01-09 14:00:00.000000,IAV,"64b,90b,55f,97f,104f,131f",0.0,False,False
7501,96b,2019-01-10 02:00:00.000000,ministere d'interieur,105b,0.0,False,False
7502,96b,2019-01-12 20:00:00.000000,IAV,"17b,65f",0.0,False,False
7503,96b,2019-01-13 08:00:00.000000,ministere d'interieur,"5b,84f,91f,126f",0.0,False,False
7504,96b,2019-01-13 11:00:00.000000,hopital militaire,"5b,32f,117f",0.0,False,False
7505,96b,2019-01-13 18:00:00.000000,ministere d'interieur,"5b,31b,132f",0.0,False,False
7506,96b,2019-01-13 23:00:00.000000,hopital militaire,85b,0.0,False,False
7509,97b,2019-01-01 21:00:00.000000,Ena,"138b,108a",0.0,False,False
7512,97b,2019-01-02 08:00:00.000000,Ena,"11b,77b,28f,92f",0.0,False,False
7515,97b,2019-01-03 19:00:00.000000,INSEA,"91b,7f,106f",0.0,False,False
7518,97b,2019-01-04 08:00:00.000000,Ena,"77b,28f,79f",0.0,False,False
7521,97b,2019-01-04 17:00:00.000000,INSEA,"52b,86b,119b,86f",0.0,False,False
7524,97b,2019-01-05 08:00:00.000000,Ena,"11b,69b,75b,83f,142f",0.0,False,False
7527,97b,2019-01-06 12:00:00.000000,INSEA,"136b,143b,41f,67f",49.27538227323873,False,True
7530,97b,2019-01-06 21:00:00.000000,Ena,"19b,39f",49.27538227323873,False,True
7533,97b,2019-01-07 08:00:00.000000,Ena,"75b,98b,94f,139f",49.27538227323873,False,True
7536,97b,2019-01-08 21:00:00.000000,INSEA,"9b,106b,119b,20f",49.27538227323873,False,True
7539,97b,2019-01-08 22:00:00.000000,Ena,"123b,142f",49.27538227323873,False,True
7542,97b,2019-01-09 02:00:00.000000,INSEA,"20f,67f",108.17175573926929,False,True
7545,97b,2019-01-09 08:00:00.000000,Ena,"6b,125b,83f",108.17175573926929,False,True
7548,97b,2019-01-10 11:00:00.000000,INSEA,"62b,106b",108.17175573926929,False,True
7551,97b,2019-01-10 17:00:00.000000,Ena,"77b,11f",108.17175573926929,False,True
7554,97b,2019-01-10 18:00:00.000000,INSEA,"48b,61b,88b,106f,110f",108.17175573926929,False,True
7557,97b,2019-01-10 20:00:00.000000,Ena,83f,108.17175573926929,False,True
7560,97b,2019-01-13 15:00:00.000000,INSEA,"56b,67b,13f,36f,41f,67f",135.65720201538954,False,True
7563,97b,2019-01-13 17:00:00.000000,faculté de médecine,"16b,67b,81b,111f",135.65720201538954,False,True
7566,97b,2019-01-13 18:00:00.000000,INSEA,"131b,26a,94f,137f",135.65720201538954,False,True
7569,97b,2019-01-14 02:00:00.000000,Ena,47b,135.65720201538954,False,True
7572,97b,2019-01-14 08:00:00.000000,Ena,"11b,19b,75b,138b,28f,94f,139f",135.65720201538954,False,True
7575,97b,2019-01-14 13:00:00.000000,hopital ,128b,135.65720201538954,False,True
7578,97b,2019-01-15 07:00:00.000000,Ena,138b,135.65720201538954,False,True
7579,98b,2019-01-04 22:00:00.000000,Faculté,"13b,128b,144b,6f,92f,130f",0.0,False,False
7580,98b,2019-01-05 19:00:00.000000,Ena,125b,0.0,False,False
7581,98b,2019-01-06 08:00:00.000000,Ena,"26b,75b,123b,125b,138b",0.0,False,False
7582,98b,2019-01-06 22:00:00.000000,Faculté,"32b,83b,5f,59f,105f,144f",0.0,False,False
7583,98b,2019-01-07 08:00:00.000000,Ena,"75b,97b,94f,139f",0.0,False,False
7584,98b,2019-01-07 17:00:00.000000,faculté de médecine,"116b,24f",0.0,False,False
7585,98b,2019-01-07 21:00:00.000000,Ena,123b,0.0,False,False
7586,98b,2019-01-08 14:00:00.000000,Faculté,"68b,5f,124f",0.0,False,False
7587,98b,2019-01-08 20:00:00.000000,INSEA,"25b,92b,128b,13f",0.0,False,False
7588,98b,2019-01-09 09:00:00.000000,Ena,"138b,64f",0.0,False,False
7589,98b,2019-01-09 13:00:00.000000,Faculté,"13b,83b,106f,139f",0.0,False,False
7590,98b,2019-01-09 22:00:00.000000,faculté de médecine,66b,0.0,False,False
7591,98b,2019-01-10 13:00:00.000000,Ena,"79f,106f",0.0,False,False
7592,98b,2019-01-11 15:00:00.000000,faculté de médecine,21f,0.0,False,False
7593,98b,2019-01-11 17:00:00.000000,INPT,"36b,124b,11f,35f,43f,58f,104f,121f,131f",0.0,False,False
7594,98b,2019-01-11 18:00:00.000000,Ena,123b,0.0,False,False
7595,98b,2019-01-11 20:00:00.000000,faculté de médecine,"45b,122b,23f",0.0,False,False
7596,98b,2019-01-12 22:00:00.000000,Faculté,"103b,63f,147f",0.0,False,False
7597,98b,2019-01-13 08:00:00.000000,Ena,"47b,123b,125b,28f,83f",0.0,False,False
7598,98b,2019-01-13 18:00:00.000000,Faculté,"70b,71f,75f,112f,145f",0.0,False,False
7599,98b,2019-01-13 20:00:00.000000,Ena,64f,0.0,False,False
7600,98b,2019-01-14 23:00:00.000000,Faculté,"37b,60b,40a,37f",0.0,False,False
7601,99b,2019-01-01 19:00:00.000000,Faculté,"86f,125f",0.0,False,False
7602,99b,2019-01-01 21:00:00.000000,faculté de médecine,"124b,7f,143f",0.0,False,False
7603,99b,2019-01-04 08:00:00.000000,faculté de médecine,"37b,63f",0.0,False,False
7604,99b,2019-01-05 06:00:00.000000,faculté de médecine,144f,0.0,False,False
7605,99b,2019-01-05 15:00:00.000000,faculté economique et juridique,"37f,70f",0.0,False,False
7606,99b,2019-01-05 18:00:00.000000,faculté de médecine,"60b,86b,91b,95b,128b",0.0,False,False
7607,99b,2019-01-06 02:00:00.000000,faculté de médecine,"52b,113b,28e",0.0,False,False
7608,99b,2019-01-07 22:00:00.000000,Faculté,"16b,49b,104b",0.0,False,False
7609,99b,2019-01-08 19:00:00.000000,faculté de médecine,"23b,60b,144f",0.0,False,False
7610,99b,2019-01-08 22:00:00.000000,faculté economique et juridique,"38b,94b,79f,51e",0.0,False,False
7611,99b,2019-01-09 19:00:00.000000,faculté de médecine,"91b,143f",0.0,False,False
7612,99b,2019-01-09 20:00:00.000000,Faculté,"93b,112f",0.0,False,False
7613,99b,2019-01-10 08:00:00.000000,faculté de médecine,"58a,19f,65f,147f",0.0,False,False
7614,99b,2019-01-10 23:00:00.000000,faculté de médecine,95f,0.0,False,False
7615,99b,2019-01-11 04:00:00.000000,faculté de médecine,63f,0.0,False,False
7616,99b,2019-01-11 21:00:00.000000,Faculté,"93b,119b,6f,42f,137f,139f,140f",0.0,False,False
7617,99b,2019-01-12 08:00:00.000000,faculté de médecine,"124f,147f",0.0,False,False
7618,99b,2019-01-12 21:00:00.000000,faculté de médecine,68b,0.0,False,False
7619,99b,2019-01-14 18:00:00.000000,Faculté,"82b,5f,42f,86f,132f",0.0,False,False
7620,99b,2019-01-14 19:00:00.000000,faculté de médecine,"52b,100b",0.0,False,False
7621,100b,2019-01-05 19:00:00.000000,faculté de médecine,121b,0.0,False,False
7622,100b,2019-01-06 08:00:00.000000,hopital ,"7b,18b,44b,48f,64f",0.0,False,False
7623,100b,2019-01-08 00:00:00.000000,faculté de médecine,45b,0.0,False,False
7624,100b,2019-01-08 22:00:00.000000,faculté de médecine,138f,0.0,False,False
7625,100b,2019-01-09 09:00:00.000000,hopital ,7b,0.0,False,False
7626,100b,2019-01-09 18:00:00.000000,faculté de médecine,"19f,95f",0.0,False,False
7627,100b,2019-01-09 22:00:00.000000,Faculté,"41b,50b,75f,105f,145f",0.0,False,False
7628,100b,2019-01-10 08:00:00.000000,hopital ,"16b,39b,96f,143f",0.0,False,False
7629,100b,2019-01-10 23:00:00.000000,Faculté,"77b,93b,83f,121f,122f",0.0,False,False
7630,100b,2019-01-11 11:00:00.000000,faculté de médecine,35f,0.0,False,False
7631,100b,2019-01-11 13:00:00.000000,INPT,"141b,18f,24f,25f",18.721778802068407,False,True
7632,100b,2019-01-11 15:00:00.000000,hopital ,143f,18.721778802068407,False,True
7633,100b,2019-01-11 18:00:00.000000,hopital ,"33b,64f,143f",18.721778802068407,False,True
7634,100b,2019-01-14 19:00:00.000000,faculté de médecine,"52b,99b",18.721778802068407,False,True
7635,100b,2019-01-14 21:00:00.000000,hopital ,"7b,39b,135b",18.721778802068407,False,True
7636,100b,2019-01-15 01:00:00.000000,Faculté,"75f,112f",18.721778802068407,False,True
7637,101b,2019-01-04 11:00:00.000000,INPT,"134b,25f,60f",0.0,False,False
7638,101b,2019-01-04 16:00:00.000000,hopital cheikh zaid,"9b,11b,12e",0.0,False,False
